number,value,datetime_start,datetime_complete,duration,params_bias_mutate_power,params_compatibility_disjoint_coefficient,params_compatibility_weight_coefficient,params_conn_add_prob,params_conn_delete_prob,params_node_add_prob,params_node_delete_prob,params_weight_mutate_power,state
0,0.3130933478308287,2020-06-08 00:02:23.242048,2020-06-08 00:22:30.585055,0 days 00:20:07.343007000,0.02357339094590258,0.9644355011231707,0.33118909779215955,0.08731886610369927,0.07285109293119484,0.12942228698931055,0.016590595741927516,0.40240187677252026,COMPLETE
1,0.3141754152260513,2020-06-08 00:22:30.586544,2020-06-08 00:42:34.492495,0 days 00:20:03.905951000,0.17243874277083804,0.8826698009847891,0.46002898717580115,0.039267616200561434,0.0548366025093399,0.07369705370954298,0.038727693408359874,0.6280270097410975,COMPLETE
2,0.3141348489004055,2020-06-08 00:42:34.493983,2020-06-08 01:04:49.274573,0 days 00:22:14.780590000,0.3441776655306351,1.0224158278790048,0.5594496678730998,0.056889777536154505,0.05905670557756167,0.19540122188492404,0.07588423364925129,0.8239364909524358,COMPLETE
3,0.31388871094337,2020-06-08 01:04:49.276062,2020-06-08 01:23:03.292077,0 days 00:18:14.016015000,0.4265993956432921,1.0245653133335377,0.4867454743408871,0.0625644777149661,0.07564822634879224,0.07879011367028779,0.008018079303346835,0.2651334252840553,COMPLETE
4,0.31380102207625454,2020-06-08 01:23:03.293557,2020-06-08 01:42:46.228862,0 days 00:19:42.935305000,0.3528425117166279,0.9195881900923372,0.3440769501720511,0.043484431177575555,0.04479317011501092,0.1989120409596605,0.09138249019040535,0.999680129953405,COMPLETE
5,0.31311503814478525,2020-06-08 01:42:46.230351,2020-06-08 02:01:17.164592,0 days 00:18:30.934241000,0.909371675312918,0.8237407184549671,0.5885492690129527,0.11190587525590227,0.09549621893123363,0.027794121016657777,0.06750190098975485,0.5945510504269494,COMPLETE
6,0.3141122407797627,2020-06-08 02:01:17.166028,2020-06-08 02:19:49.767022,0 days 00:18:32.600994000,0.8057899638332284,0.821733858830897,0.6504059135912834,0.13080965741842138,0.09117650803712164,0.1824938259326025,0.08926581616338804,0.42767701557153215,COMPLETE
7,0.3133483989647552,2020-06-08 02:19:49.768508,2020-06-08 02:38:03.088456,0 days 00:18:13.319948000,0.733099290553867,0.9514402007719782,0.4560804122698291,0.14181812449749737,0.09326598358118048,0.011386207217358071,0.027741582512218792,0.9052710301752619,COMPLETE
8,0.31358210788610813,2020-06-08 02:38:03.089916,2020-06-08 02:56:57.253792,0 days 00:18:54.163876000,0.19643941808784451,0.8985392650560601,0.6084689675536383,0.07165510307596801,0.06633353047186584,0.15144060316726451,0.0753186730024129,0.7279985603429302,COMPLETE
9,0.3137875936151172,2020-06-08 02:56:57.255217,2020-06-08 03:14:51.664778,0 days 00:17:54.409561000,0.7289427013082687,1.0309187697314204,0.6925999838851804,0.15544562789839278,0.06304313905171562,0.03514336438578234,0.07249795991684224,0.2498890284105136,COMPLETE
10,0.3136137378283471,2020-06-08 03:14:51.666698,2020-06-08 03:32:06.421485,0 days 00:17:14.754787000,0.022988093469960585,1.1753331278169676,0.4135373114088197,0.010737540972487816,0.014140376287272508,0.07957823630384922,0.04581972739191614,0.08100524532894315,COMPLETE
11,0.31430235853559807,2020-06-08 03:32:06.422973,2020-06-08 03:50:09.353599,0 days 00:18:02.930626000,0.21284906103699286,1.1128504581226482,0.5426304409653359,0.010490669768908736,0.03835363796269797,0.06338231022944876,0.0412115266546133,0.782855211064544,COMPLETE
12,0.3141533895173249,2020-06-08 03:50:09.354552,2020-06-08 04:08:14.444036,0 days 00:18:05.089484000,0.16528558789110434,1.130867877715,0.5221124726658196,0.010603686869769507,0.036251114241272656,0.06206049383679174,0.04007267387324288,0.6531417352944205,COMPLETE
13,0.31291292989490277,2020-06-08 04:08:14.445849,2020-06-08 04:26:40.954870,0 days 00:18:26.509021000,0.1891836687348022,1.0994016598161873,0.4056149023879576,0.028659766609621964,0.02515062003007951,0.10981513700615664,0.033661430873771075,0.7989343408368016,COMPLETE
14,0.31429213712155046,2020-06-08 04:26:40.956820,2020-06-08 04:44:31.367604,0 days 00:17:50.410784000,0.5865716488244946,1.1014816560806993,0.5319001625884688,0.011457918551338098,0.047213078007111726,0.05252295012675374,0.05864310867211069,0.5927247821046121,COMPLETE
15,0.3133537832784456,2020-06-08 04:44:31.368532,2020-06-08 05:03:04.886064,0 days 00:18:33.517532000,0.581095717836048,1.1002454878615346,0.5441779144317322,0.19796878187422462,0.03553810102683521,0.0482573863999813,0.05711904810634202,0.9661904235117091,COMPLETE
16,0.3138114228805217,2020-06-08 05:03:04.887489,2020-06-08 05:21:17.382557,0 days 00:18:12.495068000,0.56402621514128,1.1951634265869884,0.6150190216074302,0.010694745749688322,0.008947539609201,0.005630899062601814,0.0543073909886501,0.5095857444417546,COMPLETE
17,0.31366528790576664,2020-06-08 05:21:17.383549,2020-06-08 05:39:29.918682,0 days 00:18:12.535133000,0.4805490438685398,1.0738071284726827,0.5048174933084207,0.19231862635958624,0.044911126974520155,0.10346198172125187,0.02220897010919315,0.7860988226764353,COMPLETE
18,0.3122511347503475,2020-06-08 05:39:29.920171,2020-06-08 05:58:02.683971,0 days 00:18:32.763800000,0.6339147095741005,1.1523237888433644,0.6492117643809799,0.015451146109933533,0.02448497732045489,0.05121763042748649,0.06316851962285694,0.5202459711082166,COMPLETE
19,0.3141115115397283,2020-06-08 05:58:02.684900,2020-06-08 06:15:29.937556,0 days 00:17:27.252656000,0.3299003341057254,1.0738931504463107,0.57311642416397,0.08937000976894657,0.042322383164379,0.0282129442368945,0.04723263294914384,0.6877681080121153,COMPLETE
20,0.3156672103265218,2020-06-08 06:15:29.938479,2020-06-08 06:34:15.833246,0 days 00:18:45.894767000,0.8890000366382638,1.1361472404888209,0.40484591913449325,0.029342713304285825,0.022472698032979316,0.0941251405963753,0.007470961267283208,0.8875288224102281,COMPLETE
21,0.31487735725186794,2020-06-08 06:34:15.834670,2020-06-08 06:52:33.609490,0 days 00:18:17.774820000,0.998514611402676,1.1412135947102355,0.3863973029119194,0.02997160086993194,0.02143692246076894,0.09335557001272732,0.005125838390596861,0.8950409095316557,COMPLETE
22,0.31404079134639984,2020-06-08 06:52:33.610978,2020-06-08 07:10:48.979550,0 days 00:18:15.368572000,0.987076554297004,1.1946657124528572,0.37869565739029265,0.03253297993678257,0.021979922935659025,0.11844669583113357,0.0010297123443281323,0.9155673615781165,COMPLETE
23,0.31416837890005145,2020-06-08 07:10:48.980905,2020-06-08 07:28:58.610654,0 days 00:18:09.629749000,0.990928556884432,1.1494652478727792,0.3102429202277782,0.027157036990017938,0.01597204887161662,0.08453049259387521,0.0024916204301930604,0.8561962284498209,COMPLETE
24,0.31665233504733964,2020-06-08 07:28:58.612466,2020-06-08 07:47:25.233802,0 days 00:18:26.621336000,0.8652933298164146,1.1330486143083254,0.37149371578366497,0.05181073504806328,0.03255453530997205,0.13510617391827712,0.013008518728440483,0.9783265712598297,COMPLETE
25,0.31358243611071424,2020-06-08 07:47:25.235290,2020-06-08 08:06:00.695301,0 days 00:18:35.460011000,0.876913124856476,1.1683158068062116,0.3702082011230574,0.05145812111624905,0.028168972628240616,0.13622796621614375,0.013552072736786824,0.9999958702953422,COMPLETE
26,0.31405174889211934,2020-06-08 08:06:00.696789,2020-06-08 08:26:11.122561,0 days 00:20:10.425772000,0.9147837363597038,1.063723509443574,0.42379240035693766,0.07778210335234986,0.010179896744383467,0.16505736897452344,0.010447238795539557,0.9117730284829137,COMPLETE
27,0.313233523087013,2020-06-08 08:26:11.123987,2020-06-08 08:44:46.723482,0 days 00:18:35.599495000,0.8105575457076665,1.132065829471361,0.3062279060873364,0.05032422310064348,0.03050163073182003,0.09438594729221172,0.02289528023476016,0.9894660809123417,COMPLETE
28,0.3134506857264351,2020-06-08 08:44:46.725414,2020-06-08 09:04:03.324729,0 days 00:19:16.599315000,0.9928177423269451,1.189785760408214,0.37631789672397514,0.0255244073580684,0.01841170192495654,0.14443309297153503,0.0021267332743210594,0.8961845437047622,COMPLETE
29,0.31183948018029767,2020-06-08 09:04:03.326217,2020-06-08 09:23:32.027615,0 days 00:19:28.701398000,0.7133076875546934,1.0521025629021994,0.34375622705264863,0.09060733463619265,0.0060840393727298325,0.1237873177982772,0.018070854789787413,0.7206024226593273,COMPLETE
30,0.3135750043362022,2020-06-08 09:23:32.028605,2020-06-08 09:42:13.506386,0 days 00:18:41.477781000,0.8219917417248505,0.9774083003715421,0.44591144663013654,0.10525681925188221,0.029735964560908955,0.16035250013569954,0.0076359423564249925,0.9609380589037716,COMPLETE
31,0.31402814174026217,2020-06-08 09:42:13.508370,2020-06-08 10:01:05.175438,0 days 00:18:51.667068000,0.9395755351369282,1.1130712897999948,0.39281431095590974,0.023399690705858768,0.0353187798645469,0.09308897282299602,0.030128179817411477,0.7702140778345224,COMPLETE
32,0.3135370069821589,2020-06-08 10:01:05.176860,2020-06-08 10:20:19.152339,0 days 00:19:13.975479000,0.10791473701384939,1.1304653422470112,0.35430563494692513,0.04000634315361014,0.05178278537067847,0.11144215556139062,0.017699469982081842,0.8584617832538477,COMPLETE
33,0.3135666117777968,2020-06-08 10:20:19.153332,2020-06-08 10:38:50.545569,0 days 00:18:31.392237000,0.6720871480200763,1.1595130202211703,0.47290519518115093,0.06176842824076824,0.03708552346980949,0.06384618283561994,0.006307736376392099,0.8585747478657728,COMPLETE
34,0.31233265648787206,2020-06-08 10:38:50.547491,2020-06-08 10:57:59.021208,0 days 00:19:08.473717000,0.8460089152951201,1.122901582546633,0.43382304313798836,0.04228671828049387,0.020404021847631876,0.13228698599199767,0.036842647318612226,0.9405178172561406,COMPLETE
35,0.31293541239495526,2020-06-08 10:57:59.022696,2020-06-08 11:16:35.996698,0 days 00:18:36.974002000,0.2787854463111825,1.0888729126604955,0.3216631153760545,0.07265291000923471,0.05219613844687207,0.09671212040639698,0.014971546129843496,0.7501089157318128,COMPLETE
36,0.31386710120964023,2020-06-08 11:16:35.997634,2020-06-08 11:34:51.962425,0 days 00:18:15.964791000,0.9536197346536022,1.0398603514783724,0.4996768397896236,0.03780946797061607,0.040071755933932814,0.06491379899481652,0.02554297860758026,0.8329574032405741,COMPLETE
37,0.3146212988732213,2020-06-08 11:34:51.963952,2020-06-08 11:52:55.233627,0 days 00:18:03.269675000,0.4219017610682813,1.011294869236632,0.48061942488183396,0.0553341021825834,0.030822710306203323,0.075644305361092,0.0011658089517164105,0.9974175460551713,COMPLETE
38,0.3132828890326968,2020-06-08 11:52:55.235053,2020-06-08 12:12:12.937768,0 days 00:19:17.702715000,0.38339765818326654,1.0026505507157422,0.3944594233965495,0.055566740146520924,0.011779235720374467,0.08569326205434832,0.0011189490828309486,0.9823795487237842,COMPLETE
39,0.3134761038506784,2020-06-08 12:12:12.939430,2020-06-08 12:30:01.501190,0 days 00:17:48.561760000,0.48826363363564906,0.85412382587935,0.47209166253681345,0.06679751443741988,0.005186987499550683,0.11875236831195266,0.009839043399755405,0.29327273398672293,COMPLETE
40,0.31423604893815543,2020-06-08 12:30:01.502118,2020-06-08 12:48:49.738694,0 days 00:18:48.236576000,0.8716623976466076,0.9628025248804719,0.44479120396162475,0.08053820662181149,0.02988770633503987,0.10515598911416968,0.09998660956414836,0.8768925883837384,COMPLETE
41,0.3127506055095892,2020-06-08 12:48:49.740146,2020-06-08 13:06:33.092728,0 days 00:17:43.352582000,0.2744068436346468,1.1483936114851847,0.36043656114438705,0.01952992416107313,0.033428927516422575,0.07150495548444048,0.005986101080628544,0.9992082900525115,COMPLETE
42,0.3129134434777458,2020-06-08 13:06:33.094206,2020-06-08 13:24:51.753541,0 days 00:18:18.659335000,0.433827263477295,0.9995017629972512,0.33147059677738744,0.04869616830735168,0.023557684985227582,0.07320418685661252,0.012561371924909002,0.8160670576245743,COMPLETE
43,0.3133966068646068,2020-06-08 13:24:51.755065,2020-06-08 13:43:15.606561,0 days 00:18:23.851496000,0.7660489237493014,1.1816499979348691,0.557540838258727,0.035419455051684125,0.04037285233520638,0.04130799907396791,0.021352779051417917,0.9372260701203441,COMPLETE
44,0.31290452605151686,2020-06-08 13:43:15.608015,2020-06-08 14:02:58.027308,0 days 00:19:42.419293000,0.0666047622404628,0.9358912329140683,0.4207556139275425,0.06164400756651159,0.017300927965544527,0.08894822117313243,0.08245999569044862,0.937734074114094,COMPLETE
45,0.311773301785609,2020-06-08 14:02:58.028795,2020-06-08 14:21:10.476736,0 days 00:18:12.447941000,0.4158273966376523,1.0804643776460132,0.5183478614605859,0.04619223364804248,0.04850097769956464,0.08008614827522974,0.0011002434537432959,0.7890943901522351,COMPLETE
46,0.31213996550188006,2020-06-08 14:21:10.478162,2020-06-08 14:39:50.167644,0 days 00:18:39.689482000,0.26010298230856255,1.1118932959788501,0.4801447206885324,0.022583184183181865,0.028730705782140962,0.0575445516341965,0.04138144764301245,0.02837532645396651,COMPLETE
47,0.3134599388520904,2020-06-08 14:39:50.169098,2020-06-08 14:58:27.492762,0 days 00:18:37.323664000,0.12505614728828024,1.1401938986722042,0.3991103686276085,0.03503415752595926,0.05656685068366047,0.18305464359631818,0.006407676409126452,0.6800677769875445,COMPLETE
48,0.31311503814478525,2020-06-08 14:58:27.494760,2020-06-08 15:17:06.855491,0 days 00:18:39.360731000,0.5390877919442495,1.169593922928685,0.5826043238800767,0.1212107617824561,0.08048888686764834,0.06995164183140429,0.017652911366410156,0.8853166636868036,COMPLETE
49,0.3136577818359391,2020-06-08 15:17:06.856483,2020-06-08 15:35:35.049150,0 days 00:18:28.192667000,0.782595751450165,1.0108804642122307,0.46158975064049695,0.01746157377812275,0.025559631792363625,0.10049807304374123,0.03243846157716769,0.5910093078535035,COMPLETE
50,0.31121520804571756,2020-06-08 15:35:35.050661,2020-06-08 15:53:40.633273,0 days 00:18:05.582612000,0.23780668559343135,1.053659864428229,0.49722012602183807,0.1712679347676186,0.03254468412855758,0.019237822400345862,0.004227014855049268,0.42015158506755645,COMPLETE
51,0.31166689578046686,2020-06-08 15:53:40.634792,2020-06-08 16:11:32.193497,0 days 00:17:51.558705000,0.6276731407026773,1.0975898595228302,0.5426857816430732,0.014273112967742295,0.04640509338682899,0.07858337059616322,0.05963312724053024,0.5647611628211644,COMPLETE
52,0.31148716916634206,2020-06-08 16:11:32.194593,2020-06-08 16:29:28.078855,0 days 00:17:55.884262000,0.3130731035300682,1.1076474689852251,0.5371393802293809,0.010725924801455365,0.04000053248742073,0.056899689053021986,0.06928181196851496,0.3196949986722327,COMPLETE
53,0.3149764107727642,2020-06-08 16:29:28.080250,2020-06-08 16:47:47.325116,0 days 00:18:19.244866000,0.8900127914290198,1.1255943081598345,0.5202345792461436,0.0313722273446016,0.06193324362123756,0.042449350768393845,0.05023293890997462,0.45309963117871066,COMPLETE
54,0.31426001700507483,2020-06-08 16:47:47.326554,2020-06-08 17:06:22.036122,0 days 00:18:34.709568000,0.9030311165396805,1.1212024990385872,0.6102397733970291,0.05563156368442932,0.06877912945303398,0.04317775097758422,0.05268818087361008,0.5324285007087259,COMPLETE
55,0.31099474327961935,2020-06-08 17:06:22.037546,2020-06-08 17:24:18.133315,0 days 00:17:56.095769000,0.946272302477572,1.1647186754577428,0.5089793440551358,0.02878615100922281,0.0808760772652728,0.028212854344977424,0.04525957943243537,0.4533899112349358,COMPLETE
56,0.31145696120087435,2020-06-08 17:24:18.135238,2020-06-08 17:42:36.526833,0 days 00:18:18.391595000,0.8566862959318735,1.1469724195682502,0.5207223268973623,0.044005253011039316,0.02069104803018209,0.1101440546372375,0.06292666371366828,0.38642701090985193,COMPLETE
57,0.31407815830847996,2020-06-08 17:42:36.528321,2020-06-08 18:00:34.749230,0 days 00:17:58.220909000,0.7619000964879528,1.0907370978360253,0.5555867346722674,0.031419673825841925,0.06135418835582187,0.03815070032682461,0.04661200602228385,0.37540417597417886,COMPLETE
58,0.31183324360909,2020-06-08 18:00:34.750681,2020-06-08 18:18:31.568966,0 days 00:17:56.818285000,0.9988953379937423,0.9101099733103618,0.3857278409342655,0.021587924576849528,0.02609741181073518,0.04751628026644388,0.011580981632523496,0.16986392724212912,COMPLETE
59,0.31056801764822567,2020-06-08 18:18:31.570453,2020-06-08 18:36:29.326742,0 days 00:17:57.756289000,0.8939484003720464,1.1996349066033873,0.4111515343416857,0.0402225837994606,0.013926175716535164,0.019465396726397473,0.05081194848519127,0.6302216904806868,COMPLETE
60,0.3135720504794972,2020-06-08 18:36:29.328231,2020-06-08 18:56:28.613127,0 days 00:19:59.284896000,0.9554604066533454,1.1808743810687803,0.5753808932971751,0.09534705345666675,0.06683099915730495,0.08250265341754015,0.03757255907221693,0.8275761109615084,COMPLETE
61,0.3138999162919387,2020-06-08 18:56:28.615056,2020-06-08 19:15:23.046290,0 days 00:18:54.431234000,0.696487799499758,1.1338737749754269,0.5927445609560504,0.01124618363282267,0.056238250826185734,0.05528377706577878,0.057190104603413054,0.4509620942856176,COMPLETE
62,0.3138114463594151,2020-06-08 19:15:23.047783,2020-06-08 19:34:05.053215,0 days 00:18:42.005432000,0.8310852678401323,1.1214928869704952,0.5368210764910915,0.02817221700176048,0.04868536818460564,0.050058374474164356,0.06604948018910387,0.4644736925275016,COMPLETE
63,0.3141576720521503,2020-06-08 19:34:05.054206,2020-06-08 19:52:34.381301,0 days 00:18:29.327095000,0.5283484019548869,1.063956991524998,0.5243753443099701,0.01952042676186571,0.043947391897692284,0.09071847963568788,0.04193698612244437,0.721006148917115,COMPLETE
64,0.31669620849090546,2020-06-08 19:52:34.383249,2020-06-08 20:12:49.919116,0 days 00:20:15.535867000,0.6002785567162849,1.1576218163404477,0.4906824783494053,0.010409702779178992,0.03278205307091427,0.06571828777963597,0.054871260847716166,0.49105450150291247,COMPLETE
65,0.31135569394068086,2020-06-08 20:12:49.920555,2020-06-08 20:32:22.487070,0 days 00:19:32.566515000,0.9116394311839806,1.1547924763091104,0.48716918477363813,0.033068772743898966,0.03687428056195659,0.06640214717910735,0.056295242845798656,0.9570668390366881,COMPLETE
66,0.31357723148718214,2020-06-08 20:32:22.487998,2020-06-08 20:49:56.488563,0 days 00:17:34.000565000,0.4593046512554818,1.139602947044734,0.4325778830034073,0.053211438040349626,0.03317952388530128,0.07676341463328382,0.04952918659307043,0.9161575252718946,COMPLETE
67,0.31296889699667146,2020-06-08 20:49:56.490510,2020-06-08 21:08:23.767649,0 days 00:18:27.277139000,0.3533392140440662,1.180181672692118,0.45821065288321966,0.06779825604239607,0.02701227150150425,0.033350820334674264,0.05380181703161282,0.48442999152768623,COMPLETE
68,0.3135720270364126,2020-06-08 21:08:23.769179,2020-06-08 21:26:17.204807,0 days 00:17:53.435628000,0.22622129074019653,0.8806374226654724,0.3480522051106196,0.04535599725295872,0.022367253059735675,0.06067859379318066,0.009743664429764282,0.5505446986585183,COMPLETE
69,0.3132641936522516,2020-06-08 21:26:17.206327,2020-06-08 21:44:50.792501,0 days 00:18:33.586174000,0.7976298051797249,1.1128935199106467,0.3679156468578212,0.0259387661722013,0.01959955828236727,0.10022612281087712,0.04406902200553218,0.5014383904825328,COMPLETE
70,0.31401528156833947,2020-06-08 21:44:50.794047,2020-06-08 22:03:09.375437,0 days 00:18:18.581390000,0.6174215972878,1.0820524824430209,0.5096408740027678,0.015239412161105727,0.03179623858153821,0.11737858457503565,0.06146828954745944,0.9975152855526095,COMPLETE
71,0.31380623413126413,2020-06-08 22:03:09.376926,2020-06-08 22:20:55.411798,0 days 00:17:46.034872000,0.5710985858743711,1.101084038978224,0.4850355980034102,0.015168219404836057,0.03822280871941931,0.06936974501361963,0.07478196370513923,0.6098271145265238,COMPLETE
72,0.31426001700507483,2020-06-08 22:20:55.413261,2020-06-08 22:39:10.142800,0 days 00:18:14.729539000,0.6519460392665476,1.1638201230479184,0.5299779542462519,0.038012138456049005,0.042433877122521106,0.04629448159501818,0.04972913063134193,0.35199164416408135,COMPLETE
73,0.31334678370672986,2020-06-08 22:39:10.144232,2020-06-08 22:57:28.703338,0 days 00:18:18.559106000,0.6030295393492375,1.1270829692225586,0.5625985199894148,0.010048186621622601,0.03551641122159212,0.0521867288355882,0.06712058310100673,0.7470250923727759,COMPLETE
74,0.3131354924329581,2020-06-08 22:57:28.704761,2020-06-08 23:16:30.179773,0 days 00:19:01.475012000,0.7451254560483944,1.1398677689944674,0.33761416562121893,0.059715665918155615,0.05352369431514394,0.08448043549801892,0.05917266425493767,0.8660910417044918,COMPLETE
75,0.3146652014364018,2020-06-08 23:16:30.181233,2020-06-08 23:35:47.465466,0 days 00:19:17.284233000,0.6864058165965071,1.1168213307088346,0.4941386522013955,0.023752866993126828,0.0596849022277654,0.14070088937836658,0.05592597094105495,0.682094837587155,COMPLETE
76,0.31370336328606857,2020-06-08 23:35:47.466987,2020-06-08 23:55:18.107050,0 days 00:19:30.640063000,0.7107524635086432,1.1556653046776098,0.49255689054603463,0.03149860586042688,0.06205983735924758,0.14183628596824494,0.014692253682466232,0.6841402416075643,COMPLETE
77,0.31235277607053685,2020-06-08 23:55:18.108487,2020-06-09 00:14:14.086336,0 days 00:18:55.977849000,0.6811666324370457,1.1189620540008236,0.4650057824756199,0.024571061866882026,0.07158938966022323,0.1260847638921608,0.003112549580919312,0.8139086485919435,COMPLETE
78,0.31421321439744354,2020-06-09 00:14:14.087793,2020-06-09 00:34:03.587158,0 days 00:19:49.499365000,0.9654969506903257,1.1453665632427823,0.38862317033831684,0.049079369337993145,0.059764321540872495,0.14589985844096098,0.03526044807963646,0.8421133381550078,COMPLETE
79,0.31356290794238995,2020-06-09 00:34:03.588645,2020-06-09 00:53:49.055975,0 days 00:19:45.467330000,0.5112741189860219,1.1715988108355466,0.5506896410539048,0.040827536402297165,0.06487013003501543,0.15254748962085515,0.027456947305385317,0.9027670989027337,COMPLETE
80,0.3143841773531925,2020-06-09 00:53:49.057958,2020-06-09 01:13:15.065883,0 days 00:19:26.007925000,0.9262745947249243,1.0701011953211688,0.4449100928145537,0.02072816719271809,0.016472655472930836,0.16062436682755607,0.05559891524664412,0.775850323927717,COMPLETE
81,0.3123142371313373,2020-06-09 01:13:15.067769,2020-06-09 01:32:10.874922,0 days 00:18:55.807153000,0.8777677649471526,1.0325606161309517,0.4341110799257428,0.022680659484024843,0.015980478366791378,0.17032929665862806,0.05273350088152801,0.7676035215336808,COMPLETE
82,0.31471329588311464,2020-06-09 01:32:10.876908,2020-06-09 01:50:47.864638,0 days 00:18:36.987730000,0.9228660419280221,1.068904097366239,0.4024227416189554,0.017122629761168504,0.023989072187633766,0.17371039278025924,0.04804237562902744,0.801025303795649,COMPLETE
83,0.3140137769735428,2020-06-09 01:50:47.866076,2020-06-09 02:09:20.432860,0 days 00:18:32.566784000,0.9314995092087224,1.0699534976485776,0.44352073027270217,0.019178712706586803,0.014209255601864881,0.1806972420332858,0.06483515894725198,0.6528876839263276,COMPLETE
84,0.31391958044103924,2020-06-09 02:09:20.433852,2020-06-09 02:28:31.630477,0 days 00:19:11.196625000,0.9740324724684052,1.0183065642294429,0.4047972841622483,0.03392955578319355,0.007785263502866544,0.1589496146288963,0.05541159296402035,0.9242721502654258,COMPLETE
85,0.31381407601770817,2020-06-09 02:28:31.632004,2020-06-09 02:48:41.856921,0 days 00:20:10.224917000,0.8617492630731316,0.9892202608542178,0.37968866151625597,0.030352177809346632,0.017902182875047426,0.19992085663540735,0.04835811033519913,0.7949932123737736,COMPLETE
86,0.31132396321566475,2020-06-09 02:48:41.858409,2020-06-09 03:07:52.787586,0 days 00:19:10.929177000,0.8200259373102383,1.0429883397629622,0.4171228483623234,0.026033644138614517,0.023191153605277834,0.17302579979089036,0.07068245145267682,0.9762841847931177,COMPLETE
87,0.316131994610619,2020-06-09 03:07:52.788949,2020-06-09 03:27:07.088926,0 days 00:19:14.299977000,0.9290672772143784,1.0906567228755035,0.4779909745956036,0.037145828470619424,0.011929619281431464,0.15348786583344756,0.06106861593502281,0.880723025617947,COMPLETE
88,0.31413275498350024,2020-06-09 03:27:07.089891,2020-06-09 03:46:44.091762,0 days 00:19:37.001871000,0.8895409925441424,1.0935685052122333,0.4772079984017052,0.046498096443945376,0.011561318265027378,0.18967282586945067,0.08036939432440078,0.881804670858206,COMPLETE
89,0.31291871947183986,2020-06-09 03:46:44.093225,2020-06-09 04:05:22.755037,0 days 00:18:38.661812000,0.8482879902104007,1.103720666795447,0.36065316396956215,0.03654078814000404,0.027807372020987983,0.13672786091567268,0.00843463154770022,0.9532674478843455,COMPLETE
90,0.3137379746233248,2020-06-09 04:05:22.756500,2020-06-09 04:25:27.175774,0 days 00:20:04.419274000,0.9828716214953448,1.0857440635641096,0.31639352448171293,0.07910282344625089,0.024417672682190916,0.14979309691790746,0.004788663044443857,0.4193936973416258,COMPLETE
91,0.3122751962094892,2020-06-09 04:25:27.177236,2020-06-09 04:44:00.992071,0 days 00:18:33.814835000,0.9191818828782371,1.0529641122809852,0.46823912547078284,0.018020451308794403,0.020070506927111716,0.1575373932477912,0.05714376708352702,0.8553616054120113,COMPLETE
92,0.3127976732045641,2020-06-09 04:44:00.993696,2020-06-09 05:04:20.272479,0 days 00:20:19.278783000,0.9231175079399475,1.130850735268928,0.4523140761006029,0.039881028595782346,0.014743575187685633,0.16408121518194838,0.06152970682520593,0.7536314385541065,COMPLETE
93,0.3128839852234575,2020-06-09 05:04:20.273966,2020-06-09 05:23:20.243321,0 days 00:18:59.969355000,0.9356745169925968,1.0626729610138053,0.5022957526936541,0.05138871995215278,0.008851479088348902,0.17344560726508906,0.043407475568061495,0.8936119650920621,COMPLETE
94,0.3143778621471291,2020-06-09 05:23:20.244313,2020-06-09 05:43:30.488527,0 days 00:20:10.244214000,0.8407567456772809,1.1138302000923799,0.4273844239463924,0.02861454944221684,0.03031454957629791,0.15521234481080318,0.051369804312893036,0.8196733485923982,COMPLETE
95,0.31289222457259813,2020-06-09 05:43:30.490014,2020-06-09 06:02:18.078107,0 days 00:18:47.588093000,0.4526520445085267,1.0789718060885676,0.4013200237325305,0.013398744317581028,0.05831085134899553,0.16509402767222242,0.059693652497867816,0.8457899992200644,COMPLETE
96,0.3141348489004055,2020-06-09 06:02:18.079630,2020-06-09 06:21:08.666813,0 days 00:18:50.587183000,0.8994545306237888,1.1888058011158327,0.5154791050324811,0.02156121539644759,0.012453051149252084,0.13260308894683945,0.05485557170857597,0.7068648060977464,COMPLETE
97,0.31398991696788875,2020-06-09 06:21:08.667742,2020-06-09 06:39:36.328455,0 days 00:18:27.660713000,0.957579422189269,1.1358152578055503,0.452358487126182,0.03593670059044172,0.016665466110695394,0.14111719001213754,0.0638535172308719,0.9302171570388698,COMPLETE
98,0.3116564745394967,2020-06-09 06:39:36.329445,2020-06-09 06:58:25.055065,0 days 00:18:48.725620000,0.40251380747363164,1.104665717485584,0.41070971087068525,0.058189842131057774,0.02148350376853114,0.14835656662445545,0.04770702154223025,0.9728734704442897,COMPLETE
99,0.31500198232586946,2020-06-09 06:58:25.055992,2020-06-09 07:17:21.563980,0 days 00:18:56.507988000,0.9991622905483193,1.072022033536417,0.48767567276500695,0.064374052990543,0.024772984787407026,0.08777623432555338,0.061400238667556443,0.7989312168148149,COMPLETE
